name	count	institution
Robbins, Daniel	(3)	Microsoft Research
Adar, Eytan	(3)	Microsoft Research
Rui, Yong	(3)	Microsoft Research
Donner, Jonathan	(3)	Microsoft Research
Robbins, Daniel C.	(3)	Microsoft Research
Egelman, Serge	(3)	Microsoft Research
Bragdon, Andrew	(3)	Microsoft Research
Häkkilä, Jonna	(37)	Nokia
Lucero, Andrés	(21)	Nokia
Väänänen-Vainio-Mattila, Kaisa	(19)	Nokia
Liu, Ying	(14)	Nokia
Roto, Virpi	(12)	Nokia
Korhonen, Hannu	(12)	Nokia
Mäntyjärvi, Jani	(11)	Nokia
Reponen, Erika	(11)	Nokia
Jokela, Tero	(11)	Nokia
Wang, Kongqiao	(10)	Nokia
Kildal, Johan	(9)	Nokia
Lantz, Vuokko	(8)	Nokia
Wang, Xia	(8)	Nokia
Blom, Jan	(7)	Nokia
Isomursu, Minna	(7)	Nokia
Schmidt, Albrecht	(7)	Nokia
Holopainen, Jussi	(7)	Nokia
Spasojevic, Mirjana	(6)	Nokia
Oulasvirta, Antti	(6)	Nokia
Olsson, Thomas	(6)	Nokia
Boberg, Marion	(6)	Nokia
Chen, Xiang	(5)	Nokia
Cui, Yanqing	(5)	Nokia
Huuskonen, Pertti	(5)	Nokia
Arrasvuori, Juha	(5)	Nokia
Setlur, Vidya	(5)	Nokia
Mäkelä, Kaj	(5)	Nokia
Huhtala, Jussi	(5)	Nokia
Karukka, Minna	(5)	Nokia
Puikkonen, Arto	(5)	Nokia
Prata, Wilson	(5)	Nokia
Aaltonen, Viljakaisa	(5)	Nokia
Tian, Feng	(4)	Nokia
Kaye, Joseph 'Jofish'	(4)	Nokia
Raisamo, Roope	(4)	Nokia
Zhang, Xu	(4)	Nokia
Juhlin, Oskar	(4)	Nokia
Rukzio, Enrico	(4)	Nokia
Holleis, Paul	(4)	Nokia
Kaikkonen, Anne	(4)	Nokia
Mihalic, Kristijan	(4)	Nokia
Holm, Jukka	(4)	Nokia
Montola, Markus	(4)	Nokia
Rantala, Jussi	(4)	Nokia
Ahtinen, Aino	(4)	Nokia
Lehtiniemi, Arto	(4)	Nokia
Vetek, Akos	(4)	Nokia
Paasovaara, Susanna	(4)	Nokia
Ahmaniemi, Teemu	(4)	Nokia
Ventä, Leena	(4)	Nokia
Suhonen, Katja	(4)	Nokia
Keränen, Jaakko	(4)	Nokia
Kauko, Jarmo	(4)	Nokia
Sarjanoja, Ari-Heikki	(4)	Nokia
Åkerman, Panu	(4)	Nokia
Valle, Thiago	(4)	Nokia
Wang, Wei	(3)	Nokia
Wang, Hao	(3)	Nokia
Billinghurst, Mark	(3)	Nokia
Hassenzahl, Marc	(3)	Nokia
Jacucci, Giulio	(3)	Nokia
Kaaresoja, Topi	(3)	Nokia
Liu, Ning	(3)	Nokia
Aliakseyeu, Dzmitry	(3)	Nokia
Dai, Guozhong	(3)	Nokia
Lehikoinen, Jaakko	(3)	Nokia
Chipchase, Jan	(3)	Nokia
Lehikoinen, Juha	(3)	Nokia
Ketola, Pekka	(3)	Nokia
Aaltonen, Antti	(3)	Nokia
Lehikoinen, Jaakko T.	(3)	Nokia
Ledlie, Jonathan	(3)	Nokia
Wang, Hongan	(3)	Nokia
Sohn, Timothy	(3)	Nokia
Obrist, Marianna	(3)	Nokia
Dicke, Christina	(3)	Nokia
Lemmelä, Saija	(3)	Nokia
Go, Janet	(3)	Nokia
Koponen, Tiina	(3)	Nokia
Paldanius, Mikko	(3)	Nokia
Feijó Filho, Jackson	(3)	Nokia
Surakka, Veikko	(2)	Nokia
Saari, Timo	(2)	Nokia
Jones, Matt	(2)	Nokia
Schrader, Martin	(2)	Nokia
Wang, Jie	(2)	Nokia
Liu, Jun	(2)	Nokia
Boda, Péter Pál	(2)	Nokia
Law, Effie Lai-Chong	(2)	Nokia
Kujala, Sari	(2)	Nokia
Linjama, Jukka	(2)	Nokia
Jokela, Timo	(2)	Nokia
Lyons, Kent	(2)	Nokia
Subramanian, Sriram	(2)	Nokia
Kirk, David	(2)	Nokia
Li, Hui	(2)	Nokia
Korpipää, Panu	(2)	Nokia
Arhippainen, Leena	(2)	Nokia
Tscheligi, Manfred	(2)	Nokia
Jung, Younghee	(2)	Nokia
Karat, John	(23)	IBM Thomas J. Watson Research Center
Erickson, Thomas	(16)	IBM Thomas J. Watson Research Center
Kellogg, Wendy A.	(16)	IBM Thomas J. Watson Research Center
Karat, Clare-Marie	(15)	IBM Thomas J. Watson Research Center
Trewin, Shari	(11)	IBM Thomas J. Watson Research Center
Thomas, John C.	(10)	IBM Thomas J. Watson Research Center
Brodie, Carolyn	(8)	IBM Thomas J. Watson Research Center
Keates, Simeon	(8)	IBM Thomas J. Watson Research Center
Geyer, Werner	(8)	IBM Thomas J. Watson Research Center
Hanson, Vicki L.	(8)	IBM Thomas J. Watson Research Center
Muller, Michael	(7)	IBM Thomas J. Watson Research Center
John, Bonnie E.	(7)	IBM Thomas J. Watson Research Center
Thomas, John	(7)	IBM Thomas J. Watson Research Center
Millen, David R.	(6)	IBM Thomas J. Watson Research Center
Shami, N. Sadat	(6)	IBM Thomas J. Watson Research Center
Blevis, Eli	(6)	IBM Thomas J. Watson Research Center
Danis, Catalina	(6)	IBM Thomas J. Watson Research Center
Pan, Yue	(5)	IBM Thomas J. Watson Research Center
Carroll, John M.	(5)	IBM Thomas J. Watson Research Center
Brownholtz, Beth	(5)	IBM Thomas J. Watson Research Center
Richards, John T.	(5)	IBM Thomas J. Watson Research Center
Millen, David	(5)	IBM Thomas J. Watson Research Center
Feng, Jinjuan	(5)	IBM Thomas J. Watson Research Center
Bellamy, Rachel	(5)	IBM Thomas J. Watson Research Center
Swart, Cal	(5)	IBM Thomas J. Watson Research Center
Sears, Andrew	(4)	IBM Thomas J. Watson Research Center
Farrell, Robert G.	(4)	IBM Thomas J. Watson Research Center
Cheng, Li-Te	(4)	IBM Thomas J. Watson Research Center
Thom-Santelli, Jennifer	(4)	IBM Thomas J. Watson Research Center
Light, Ann	(4)	IBM Thomas J. Watson Research Center
Potamianos, Gerasimos	(4)	IBM Thomas J. Watson Research Center
Richards, John	(4)	IBM Thomas J. Watson Research Center
Ellis, Jason B.	(4)	IBM Thomas J. Watson Research Center
Dugan, Casey	(4)	IBM Thomas J. Watson Research Center
Sambasivan, Nithya	(4)	IBM Thomas J. Watson Research Center
Rosson, Mary Beth	(3)	IBM Thomas J. Watson Research Center
Huang, Thomas S.	(3)	IBM Thomas J. Watson Research Center
Feiner, Steven	(3)	IBM Thomas J. Watson Research Center
Muller, Michael J.	(3)	IBM Thomas J. Watson Research Center
Carroll, John	(3)	IBM Thomas J. Watson Research Center
Kjeldsen, Rick	(3)	IBM Thomas J. Watson Research Center
Wen, Zhen	(3)	IBM Thomas J. Watson Research Center
Dray, Susan	(3)	IBM Thomas J. Watson Research Center
Greene, Sharon L.	(3)	IBM Thomas J. Watson Research Center
Dearden, Andy	(3)	IBM Thomas J. Watson Research Center
Perer, Adam	(3)	IBM Thomas J. Watson Research Center
Kellogg, Wendy	(3)	IBM Thomas J. Watson Research Center
Guy, Ido	(3)	IBM Thomas J. Watson Research Center
Bailey, Mark	(3)	IBM Thomas J. Watson Research Center
Brezin, Jonathan	(3)	IBM Thomas J. Watson Research Center
Buckhalter, Celeste	(3)	IBM Thomas J. Watson Research Center
Danis, Catalina M.	(3)	IBM Thomas J. Watson Research Center
Alpert, Sherman R.	(3)	IBM Thomas J. Watson Research Center
Karger, David R.	(2)	IBM Thomas J. Watson Research Center
Gay, Geri	(2)	IBM Thomas J. Watson Research Center
Brown, Aaron B.	(2)	IBM Thomas J. Watson Research Center
Joshi, Rajiv	(2)	IBM Thomas J. Watson Research Center
Chao, Tian	(2)	IBM Thomas J. Watson Research Center
Hurst, Amy	(2)	IBM Thomas J. Watson Research Center
Wilcox, Eric	(2)	IBM Thomas J. Watson Research Center
Karat, C. M.	(2)	IBM Thomas J. Watson Research Center
Karat, J.	(2)	IBM Thomas J. Watson Research Center
Thomas, J. C.	(2)	IBM Thomas J. Watson Research Center
Hancock, Jeffrey T.	(2)	IBM Thomas J. Watson Research Center
Sutcliffe, Alistair	(2)	IBM Thomas J. Watson Research Center
Sahu, Sambit	(2)	IBM Thomas J. Watson Research Center
Patterson, John	(2)	IBM Thomas J. Watson Research Center
Das, Rajarshi	(2)	IBM Thomas J. Watson Research Center
Topkara, Mercan	(2)	IBM Thomas J. Watson Research Center
Zeng, Zhihong	(2)	IBM Thomas J. Watson Research Center
Edwards, W. Keith	(2)	IBM Thomas J. Watson Research Center
Girgensohn, Andreas	(2)	IBM Thomas J. Watson Research Center
Lee, Alison	(2)	IBM Thomas J. Watson Research Center
Hellerstein, Joseph L.	(2)	IBM Thomas J. Watson Research Center
Podlaseck, Mark	(2)	IBM Thomas J. Watson Research Center
Lin, Ching-Yung	(2)	IBM Thomas J. Watson Research Center
de Souza, Cleidson R. B.	(2)	IBM Thomas J. Watson Research Center
Redmiles, David	(2)	IBM Thomas J. Watson Research Center
Gotz, David	(2)	IBM Thomas J. Watson Research Center
Hu, Yuxiao	(2)	IBM Thomas J. Watson Research Center
Lazar, Jonathan	(2)	IBM Thomas J. Watson Research Center
Wattenberg, Martin	(2)	IBM Thomas J. Watson Research Center
Ackerman, Mark	(2)	IBM Thomas J. Watson Research Center
Kumara, Soundar	(2)	IBM Thomas J. Watson Research Center
Lai, Jennifer	(2)	IBM Thomas J. Watson Research Center
Narayanaswami, Chandra	(2)	IBM Thomas J. Watson Research Center
Pan, Shimei	(2)	IBM Thomas J. Watson Research Center
Naphade, Milind	(2)	IBM Thomas J. Watson Research Center
Ehrlich, Kate	(2)	IBM Thomas J. Watson Research Center
Singley, Mark K.	(2)	IBM Thomas J. Watson Research Center
Patil, Sameer	(2)	IBM Thomas J. Watson Research Center
Kam, Matthew	(2)	IBM Thomas J. Watson Research Center
Johnson, Jeff	(2)	IBM Thomas J. Watson Research Center
Hochheiser, Harry	(2)	IBM Thomas J. Watson Research Center
Daly, Elizabeth	(2)	IBM Thomas J. Watson Research Center
Ding, Xianghua	(2)	IBM Thomas J. Watson Research Center
Pavlovski, Christopher J.	(2)	IBM Thomas J. Watson Research Center
Vergo, John	(2)	IBM Thomas J. Watson Research Center
Vukovic, Maja	(2)	IBM Thomas J. Watson Research Center
Fu, Yun	(2)	IBM Thomas J. Watson Research Center
Sellen, Abigail	(47)	Microsoft Research Cambridge
Harper, Richard	(34)	Microsoft Research Cambridge
Taylor, Alex S.	(27)	Microsoft Research Cambridge
Izadi, Shahram	(21)	Microsoft Research Cambridge
Banks, Richard	(21)	Microsoft Research Cambridge
Kirk, David	(16)	Microsoft Research Cambridge
O'Hara, Kenton	(15)	Microsoft Research Cambridge
Villar, Nicolas	(15)	Microsoft Research Cambridge
Regan, Tim	(13)	Microsoft Research Cambridge
Cao, Xiang	(11)	Microsoft Research Cambridge
Lindley, Siân E.	(11)	Microsoft Research Cambridge
Lindley, Siân	(10)	Microsoft Research Cambridge
Swan, Laurel	(9)	Microsoft Research Cambridge
Helmes, John	(9)	Microsoft Research Cambridge
Milic-Frayling, Natasa	(8)	Microsoft Research Cambridge
Massimi, Michael	(8)	Microsoft Research Cambridge
Odom, William	(8)	Microsoft Research Cambridge
Taylor, Stuart	(8)	Microsoft Research Cambridge
Scott, James	(7)	Microsoft Research Cambridge
Hodges, Steve	(7)	Microsoft Research Cambridge
Mentis, Helena M.	(7)	Microsoft Research Cambridge
Jones, Rachel	(7)	Microsoft Research Cambridge
Oleksik, Gerard	(7)	Microsoft Research Cambridge
Wood, Ken	(6)	Microsoft Research Cambridge
Frohlich, David	(6)	Microsoft Research Cambridge
Kjeldskov, Jesper	(5)	Microsoft Research Cambridge
Paay, Jeni	(5)	Microsoft Research Cambridge
Hilliges, Otmar	(5)	Microsoft Research Cambridge
Taylor, Alex	(5)	Microsoft Research Cambridge
Rogers, Yvonne	(4)	Microsoft Research Cambridge
Thereska, Eno	(4)	Microsoft Research Cambridge
Mentis, Helena	(4)	Microsoft Research Cambridge
Kirk, David S.	(4)	Microsoft Research Cambridge
Durrant, Abigail	(4)	Microsoft Research Cambridge
Kazai, Gabriella	(3)	Microsoft Research Cambridge
Harper, R.	(3)	Microsoft Research Cambridge
Rother, Carsten	(3)	Microsoft Research Cambridge
Randall, Dave	(3)	Microsoft Research Cambridge
Marsden, Gary	(3)	Microsoft Research Cambridge
Brown, Lorna M.	(3)	Microsoft Research Cambridge
Olivier, Patrick	(3)	Microsoft Research Cambridge
Chen, Nicholas	(3)	Microsoft Research Cambridge
Costello, Jamie	(3)	Microsoft Research Cambridge
Lindley, Siín E.	(3)	Microsoft Research Cambridge
Kalnikaite, Vaiva	(3)	Microsoft Research Cambridge
McCarthy, John	(2)	Microsoft Research Cambridge
Wright, Peter	(2)	Microsoft Research Cambridge
Rodden, Tom	(2)	Microsoft Research Cambridge
Brusilovsky, Peter	(2)	Microsoft Research Cambridge
Criminisi, Antonio	(2)	Microsoft Research Cambridge
Benko, Hrvoje	(2)	Microsoft Research Cambridge
Guimbretière, François	(2)	Microsoft Research Cambridge
Whittaker, Steve	(2)	Microsoft Research Cambridge
Chetty, Marshini	(2)	Microsoft Research Cambridge
Perry, Mark	(2)	Microsoft Research Cambridge
Buxton, William	(2)	Microsoft Research Cambridge
Hinckley, Ken	(2)	Microsoft Research Cambridge
Paulos, Eric	(2)	Microsoft Research Cambridge
Sundström, Petra	(2)	Microsoft Research Cambridge
Rouncefield, Mark	(2)	Microsoft Research Cambridge
Sellen, Abigail J.	(2)	Microsoft Research Cambridge
Smyth, Gavin	(2)	Microsoft Research Cambridge
Kohli, Pushmeet	(2)	Microsoft Research Cambridge
van den Hoven, Elise	(2)	Microsoft Research Cambridge
Eardley, Rachel	(2)	Microsoft Research Cambridge
Gerken, Jens	(2)	Microsoft Research Cambridge
Maunder, Andrew	(2)	Microsoft Research Cambridge
Wallace, Jayne	(2)	Microsoft Research Cambridge
Kuznetsov, Stacey	(2)	Microsoft Research Cambridge
Glancy, Maxine	(2)	Microsoft Research Cambridge
Coyle, David	(2)	Microsoft Research Cambridge
Reddy, Madhu	(2)	Microsoft Research Cambridge
Pschetz, Larissa	(2)	Microsoft Research Cambridge
Hicks, Martin	(2)	Microsoft Research Cambridge
Rubens, Simon	(2)	Microsoft Research Cambridge
Jetter, Hans-Christian	(2)	Microsoft Research Cambridge
Randall, D.	(2)	Microsoft Research Cambridge
Evans, C.	(2)	Microsoft Research Cambridge
Heledd, L.	(2)	Microsoft Research Cambridge
Moore, R.	(2)	Microsoft Research Cambridge
Golsteijn, Connie	(2)	Microsoft Research Cambridge
Rosenfeld, Dan	(2)	Microsoft Research Cambridge
Smyth, Nicola	(2)	Microsoft Research Cambridge
Lingel, Jessica	(2)	Microsoft Research Cambridge
O'hara, Kenton	(2)	Microsoft Research Cambridge
Thieme, Anja	(2)	Microsoft Research Cambridge
O'Hara, Kenton P.	(2)	Microsoft Research Cambridge
Danezis, George	(1)	Microsoft Research Cambridge
Thimbleby, Harold	(1)	Microsoft Research Cambridge
Key, Peter	(1)	Microsoft Research Cambridge
Wobbrock, Jacob O.	(1)	Microsoft Research Cambridge
Tian, Feng	(1)	Microsoft Research Cambridge
Ipeirotis, Panagiotis G.	(1)	Microsoft Research Cambridge
Kitamura, Yoshifumi	(1)	Microsoft Research Cambridge
Li, Guang	(1)	Microsoft Research Cambridge
Stewart, Craig	(1)	Microsoft Research Cambridge
Lalonde, Jean-François	(1)	Microsoft Research Cambridge
Rosson, Mary Beth	(1)	Microsoft Research Cambridge
Baecker, Ron	(1)	Microsoft Research Cambridge
Borchers, Jan	(1)	Microsoft Research Cambridge
Muller, Michael	(9)	IBM
Kleindienst, Jan	(9)	IBM
Vredenburg, Karel	(6)	IBM
Macek, Tomáš	(6)	IBM
Instone, Keith	(5)	IBM
Lewis, James R.	(5)	IBM
Labský, Martin	(5)	IBM
Sauro, Jeff	(4)	IBM
Geyer, Werner	(4)	IBM
Kogan, Sandra	(4)	IBM
Takagi, Hironobu	(4)	IBM
Asakawa, Chieko	(4)	IBM
Matthews, Tara	(4)	IBM
Sampson, Fred	(4)	IBM
Cuřín, Jan	(4)	IBM
Lau, Tessa	(3)	IBM
Muller, Michael J.	(3)	IBM
Ehrlich, Kate	(3)	IBM
McInerney, Paul	(3)	IBM
Lindgaard, Gitte	(3)	IBM
Guy, Ido	(3)	IBM
John, Bonnie	(3)	IBM
Bird, Colin	(3)	IBM
Quast, Holger	(3)	IBM
Sears, Andrew	(2)	IBM
Schuurmans, Johan	(2)	IBM
Brownholtz, Beth	(2)	IBM
Millen, David R.	(2)	IBM
Wilcox, Eric	(2)	IBM
Nassif, Sani	(2)	IBM
Trewin, Shari	(2)	IBM
Zurko, Mary Ellen	(2)	IBM
Whittaker, Steve	(2)	IBM
Yesha, Yelena	(2)	IBM
Carroll, John	(2)	IBM
Cordy, James R.	(2)	IBM
Simoff, Simeon J.	(2)	IBM
Moran, Thomas P.	(2)	IBM
Smith, Paul W.	(2)	IBM
Carey, Tom	(2)	IBM
Mao, Ji-Ye	(2)	IBM
Dray, Susan	(2)	IBM
Cohen, Maxine S.	(2)	IBM
Boyer, John M.	(2)	IBM
Zhao, Chen	(2)	IBM
Beymer, David	(2)	IBM
Khoury, Gerald R.	(2)	IBM
Pierce, Robert	(2)	IBM
Chignell, Mark	(2)	IBM
Roberts, Dave	(2)	IBM
Mahmud, Jalal	(2)	IBM
Dringus, Laurie P.	(2)	IBM
Jain, Jhilmil	(2)	IBM
Ronen, Inbal	(2)	IBM
Tahoori, Mehdi	(2)	IBM
Dugan, Casey	(2)	IBM
Rajput, Nitendra	(2)	IBM
Badenes, Hernan	(2)	IBM
Kunc, Ladislav	(2)	IBM
Liao, Qinying	(2)	IBM
Farmer, Mark	(2)	IBM
Wiecha, Charles F.	(2)	IBM
Lund, Arnie	(2)	IBM
Ng, Joanna W.	(2)	IBM
Hornstein, Susan B.	(2)	IBM
Carreno-Fuentes, Arnaldo	(2)	IBM
Young, Hoi	(2)	IBM
Thyme-Gobbel, Ann	(2)	IBM
Zijlstra, Ellis	(1)	IBM
Marcus, Aaron	(1)	IBM
Elbaum, Sebastian	(1)	IBM
Furuta, Kazuo	(1)	IBM
Perrig, Adrian	(1)	IBM
Dutt, Nikil	(1)	IBM
Zolotov, Vladimir	(1)	IBM
Henkel, Jörg	(1)	IBM
Chang, Hongliang	(1)	IBM
Gupta, Puneet	(1)	IBM
Shaw, Mary	(1)	IBM
Chai, J.	(1)	IBM
Karat, Clare-Marie	(1)	IBM
Karat, John	(1)	IBM
Stolze, Markus	(1)	IBM
Hefley, Bill	(1)	IBM
Keates, Simeon	(1)	IBM
Isensee, Scott	(1)	IBM
Rosson, Mary Beth	(1)	IBM
Dittrich, Yvonne	(1)	IBM
Millard, David E.	(1)	IBM
Hudson, Scott E.	(1)	IBM
Hurst, Amy	(1)	IBM
Lin, James	(1)	IBM
Neal, Lisa	(1)	IBM
Nassif, Sani R.	(1)	IBM
Kummamuru, Krishna	(1)	IBM
Gorlenko, L.	(1)	IBM
Merrick, R.	(1)	IBM
Schulz, C.	(1)	IBM
Willuhn, D.	(1)	IBM
Knoth-Weber, L.	(1)	IBM
Wixon, Dennis	(14)	Microsoft
Wigdor, Daniel	(7)	Microsoft
Lund, Arnie	(7)	Microsoft
Jain, Jhilmil	(6)	Microsoft
Czerwinski, Mary	(5)	Microsoft
Rohn, Janice	(5)	Microsoft
Farooq, Umer	(4)	Microsoft
Rosenberg, Dan	(4)	Microsoft
Lund, Arnold	(4)	Microsoft
Carroll, John M.	(3)	Microsoft
Dietz, Paul	(3)	Microsoft
Cockton, Gilbert	(3)	Microsoft
Zhang, Jiajie	(3)	Microsoft
Benko, Hrvoje	(3)	Microsoft
Izadi, Shahram	(3)	Microsoft
Courage, Catherine	(3)	Microsoft
Ramos, Gonzalo	(3)	Microsoft
Rosenbaum, Stephanie	(3)	Microsoft
Drucker, Steven M.	(3)	Microsoft
Butler, Keith A.	(3)	Microsoft
Hammontree, Monty	(3)	Microsoft
Rosenfeld, Dan	(3)	Microsoft
Kumar, Janaki	(3)	Microsoft
Myers, Brad A.	(2)	Microsoft
White, Ryen W.	(2)	Microsoft
Instone, Keith	(2)	Microsoft
Marshall, Catherine C.	(2)	Microsoft
Rosenberg, Daniel	(2)	Microsoft
Cao, Xiang	(2)	Microsoft
Balakrishnan, Ravin	(2)	Microsoft
Wulf, Volker	(2)	Microsoft
Burnett, Margaret	(2)	Microsoft
Lazar, Jonathan	(2)	Microsoft
Churchill, Elizabeth	(2)	Microsoft
Morris, Meredith Ringel	(2)	Microsoft
Morris, Dan	(2)	Microsoft
Grigoreanu, Valentina	(2)	Microsoft
Arent, Michael	(2)	Microsoft
Kieras, David	(2)	Microsoft
Dray, Susan	(2)	Microsoft
Karlson, Amy K.	(2)	Microsoft
Hinckley, Ken	(2)	Microsoft
Brush, A.J. Bernheim	(2)	Microsoft
Bevan, Nigel	(2)	Microsoft
Wichansky, Anna	(2)	Microsoft
Ashley, Jeremy	(2)	Microsoft
Teevan, Jaime	(2)	Microsoft
Pruitt, John	(2)	Microsoft
Sykes, Jonathan	(2)	Microsoft
Lee, Brian	(2)	Microsoft
Reeder, Robert W.	(2)	Microsoft
Bach, Paula M.	(2)	Microsoft
Dray, Susan M.	(2)	Microsoft
Lindgaard, Gitte	(2)	Microsoft
Ragouzis, Nick	(2)	Microsoft
Morrison, Gerald	(2)	Microsoft
Strommen, Erik	(2)	Microsoft
Tsai, Janice	(2)	Microsoft
Antin, Judd	(2)	Microsoft
Kolhatkar, Madhuri	(2)	Microsoft
Boulanger, Cati	(2)	Microsoft
Ng, Albert	(2)	Microsoft
Keeker, Kevin	(2)	Microsoft
Lazzaro, Nicole	(2)	Microsoft
Sears, Andrew	(1)	Microsoft
Marcus, Aaron	(1)	Microsoft
Li, Hang	(1)	Microsoft
Salesin, David	(1)	Microsoft
Wiedenbeck, Susan	(1)	Microsoft
Haller, Michael	(1)	Microsoft
Ma, Wei-Ying	(1)	Microsoft
Gay, Geri	(1)	Microsoft
Moraveji, Neema	(1)	Microsoft
Sarin, Raman	(1)	Microsoft
Cutrell, Edward	(1)	Microsoft
Nijholt, Anton	(1)	Microsoft
Riedl, John	(1)	Microsoft
Shaw, Mary	(1)	Microsoft
Lieberman, Henry	(1)	Microsoft
Gulliksen, Jan	(1)	Microsoft
Rosson, Mary Beth	(1)	Microsoft
Borchers, Jan	(1)	Microsoft
Schrier, Evan	(1)	Microsoft
Jacobs, Charles	(1)	Microsoft
Rothermel, Gregg	(1)	Microsoft
Landay, James A.	(1)	Microsoft
Dietz, Paul H.	(1)	Microsoft
Ishii, Hiroshi	(1)	Microsoft
Xu, Jun	(1)	Microsoft
Vredenburg, Karel	(1)	Microsoft
Garrett, Jesse James	(1)	Microsoft
Marchionini, Gary	(1)	Microsoft
Picard, Rosalind W.	(1)	Microsoft
Henderson, Austin	(1)	Microsoft
Hancock, Jeffrey T.	(1)	Microsoft
Pagulayan, Randy	(1)	Microsoft
Dontcheva, Mira	(1)	Microsoft
Chen, Billy	(1)	Microsoft
Sutcliffe, Alistair	(1)	Microsoft
Scholtz, Jean	(1)	Microsoft
Rajput, Nitendra	(14)	IBM Research
Muller, Michael	(8)	IBM Research
