name	count	institution
Blevis, Eli	(4)	University of Washington, Seattle
KahnJr., Peter H.	(4)	University of Washington, Seattle
Ramey, Judith	(4)	University of Washington, Seattle
Landay, James	(4)	University of Washington, Seattle
Anokwa, Yaw	(4)	University of Washington, Seattle
Jayant, Chandrika	(4)	University of Washington, Seattle
Thayer, Alexander	(4)	University of Washington, Seattle
Ostergren, Marilyn	(4)	University of Washington, Seattle
Popovic, Zoran	(4)	University of Washington, Seattle
Yoo, Daisy	(4)	University of Washington, Seattle
Watson, Nathaniel F.	(4)	University of Washington, Seattle
Cohn, Gabe	(4)	University of Washington, Seattle
Aragon, Cecilia	(4)	University of Washington, Seattle
McDonald, David	(3)	University of Washington, Seattle
Weld, Daniel S.	(3)	University of Washington, Seattle
Wiedenbeck, Susan	(3)	University of Washington, Seattle
Hong, Jason I.	(3)	University of Washington, Seattle
Avrahami, Daniel	(3)	University of Washington, Seattle
Hudson, Scott E.	(3)	University of Washington, Seattle
Lin, James	(3)	University of Washington, Seattle
Toyama, Kentaro	(3)	University of Washington, Seattle
Balakrishnan, Ravin	(3)	University of Washington, Seattle
Bietz, Matthew J.	(3)	University of Washington, Seattle
Harada, Susumu	(3)	University of Washington, Seattle
Grossman, Tovi	(3)	University of Washington, Seattle
Mankoff, Jennifer	(3)	University of Washington, Seattle
McCarthy, Joseph F.	(3)	University of Washington, Seattle
Morris, Meredith Ringel	(3)	University of Washington, Seattle
Ackerman, Mark S.	(3)	University of Washington, Seattle
Burnett, Margaret M.	(3)	University of Washington, Seattle
Davis, Janet	(3)	University of Washington, Seattle
Miller, Robert C.	(3)	University of Washington, Seattle
LaMarca, Anthony	(3)	University of Washington, Seattle
Smith, Ian	(3)	University of Washington, Seattle
Cuddihy, Elisabeth	(3)	University of Washington, Seattle
Teevan, Jaime	(3)	University of Washington, Seattle
Patel, Kayur	(3)	University of Washington, Seattle
Bernstein, Michael	(3)	University of Washington, Seattle
DiSalvo, Carl	(3)	University of Washington, Seattle
Chen, Mike Y.	(3)	University of Washington, Seattle
DeRenzi, Brian	(3)	University of Washington, Seattle
Hile, Harlan	(3)	University of Washington, Seattle
Freier, Nathan G.	(3)	University of Washington, Seattle
Dixon, Morgan	(3)	University of Washington, Seattle
André, Paul	(3)	University of Washington, Seattle
Huh, Jina	(3)	University of Washington, Seattle
Kolko, Beth E.	(3)	University of Washington, Seattle
Andersen, Erik	(3)	University of Washington, Seattle
Gill, Brian	(3)	University of Washington, Seattle
Ruckert, Jolina H.	(3)	University of Washington, Seattle
Skeels, Meredith	(3)	University of Washington, Seattle
Reynolds, Matthew S.	(3)	University of Washington, Seattle
Klemmer, Scott R.	(31)	Stanford
Nass, Clifford	(26)	Stanford
Winograd, Terry	(26)	Stanford
Heer, Jeffrey	(19)	Stanford
Klemmer, Scott	(13)	Stanford
Hartmann, Björn	(12)	Stanford
Paepcke, Andreas	(10)	Stanford
Dow, Steven	(8)	Stanford
Morris, Meredith Ringel	(8)	Stanford
Takayama, Leila	(8)	Stanford
Moraveji, Neema	(7)	Stanford
Jonsson, Ing-Marie	(7)	Stanford
Bailenson, Jeremy N.	(7)	Stanford
Ju, Wendy	(6)	Stanford
Kumar, Manu	(6)	Stanford
Lee, Brian	(6)	Stanford
Cheng, Justin	(6)	Stanford
Shneiderman, Ben	(5)	Stanford
Hanrahan, Pat	(5)	Stanford
Shen, Chia	(5)	Stanford
Bernstein, Michael	(5)	Stanford
Hinds, Pamela	(5)	Stanford
Guo, Philip J.	(5)	Stanford
Brandt, Joel	(5)	Stanford
Wu, Leslie	(5)	Stanford
Kumar, Ranjitha	(5)	Stanford
Garcia-Molina, Hector	(4)	Stanford
Hu, Jiang	(4)	Stanford
Fogg, B. J.	(4)	Stanford
Blikstein, Paulo	(4)	Stanford
Wang, QianYing	(4)	Stanford
Schiano, Diane J.	(4)	Stanford
Forlines, Clifton	(4)	Stanford
Card, Stuart	(4)	Stanford
Friedman, Batya	(4)	Stanford
Maulsby, David	(4)	Stanford
Latulipe, Celine	(4)	Stanford
Puerta, Angel R.	(4)	Stanford
Fogg, BJ	(4)	Stanford
Maldonado, Heidy	(4)	Stanford
Aghajan, Hamid	(4)	Stanford
Yee, Nick	(4)	Stanford
Ames, Morgan G.	(4)	Stanford
Bernstein, Michael S.	(4)	Stanford
Rosner, Daniela K.	(4)	Stanford
Kulkarni, Anand	(4)	Stanford
Cirimele, Jesse	(4)	Stanford
Hellerstein, Joseph M.	(3)	Stanford
Spasojevic, Mirjana	(3)	Stanford
Kaye, Joseph 'Jofish'	(3)	Stanford
Lee, Kwan Min	(3)	Stanford
Cosley, Dan	(3)	Stanford
Blascovich, Jim	(3)	Stanford
Ryall, Kathy	(3)	Stanford
Akers, David	(3)	Stanford
Hourcade, Juan Pablo	(3)	Stanford
Hayes-Roth, Barbara	(3)	Stanford
Zhao, Chen	(3)	Stanford
Rao, Shailendra	(3)	Stanford
Verplank, Bill	(3)	Stanford
Klingner, Jeff	(3)	Stanford
Jones, Christian Martyn	(3)	Stanford
Jurafsky, Dan	(3)	Stanford
Talton, Jerry O.	(3)	Stanford
Robles, Erica	(3)	Stanford
Sukumaran, Abhay	(3)	Stanford
Brzozowski, Mike	(3)	Stanford
Hurlbutt, Tom	(3)	Stanford
Eckles, Dean	(3)	Stanford
Lewenstein, Joel	(3)	Stanford
Kandel, Sean	(3)	Stanford
Lottridge, Danielle	(3)	Stanford
Follmer, Sean	(3)	Stanford
Groom, Victoria	(3)	Stanford
Carroll, Erin A.	(3)	Stanford
Nowak, Michael	(3)	Stanford
Marshall, Jonathan	(3)	Stanford
Ranganath, Rajesh	(3)	Stanford
Schneider, Bertrand	(3)	Stanford
Bostock, Michael	(3)	Stanford
Kulkarni, Chinmay	(3)	Stanford
Chu, Larry	(3)	Stanford
Harrison, Kyle	(3)	Stanford
Rangnekar, Akshay	(3)	Stanford
Ringel, Meredith	(3)	Stanford
Jeffries, Robin	(2)	Stanford
Agrawala, Maneesh	(2)	Stanford
Ward, Wayne	(2)	Stanford
Shrager, Jeff	(2)	Stanford
Fox, Armando	(2)	Stanford
Neumann, Ulrich	(2)	Stanford
Zajicek, Mary	(2)	Stanford
Naaman, Mor	(2)	Stanford
Manning, Christopher D.	(2)	Stanford
McKeown, Nick	(2)	Stanford
Lewis, J. P.	(2)	Stanford
Turk, Matthew	(2)	Stanford
Erol, Berna	(2)	Stanford
Vaikuntanathan, Vinod	(2)	Stanford
Mateas, Michael	(2)	Stanford
Dourish, Paul	(52)	University of California, Irvine
Hayes, Gillian R.	(25)	University of California, Irvine
Tomlinson, Bill	(20)	University of California, Irvine
Mark, Gloria	(18)	University of California, Irvine
Nardi, Bonnie	(17)	University of California, Irvine
Kobsa, Alfred	(14)	University of California, Irvine
Sambasivan, Nithya	(13)	University of California, Irvine
Chen, Yunan	(12)	University of California, Irvine
Lindtner, Silvia	(10)	University of California, Irvine
Williams, Amanda	(9)	University of California, Irvine
Redmiles, David	(8)	University of California, Irvine
Patterson, Donald J.	(8)	University of California, Irvine
Irani, Lilly	(8)	University of California, Irvine
Redmiles, David F.	(8)	University of California, Irvine
Su, Norman Makoto	(8)	University of California, Irvine
Park, Sun Young	(8)	University of California, Irvine
Sengers, Phoebe	(7)	University of California, Irvine
Nguyen, David H.	(6)	University of California, Irvine
Patil, Sameer	(6)	University of California, Irvine
Blevis, Eli	(6)	University of California, Irvine
Vertesi, Janet	(6)	University of California, Irvine
Mazmanian, Melissa	(6)	University of California, Irvine
van der Hoek, André	(5)	University of California, Irvine
Al-Ani, Ban	(5)	University of California, Irvine
Grinter, Rebecca E.	(5)	University of California, Irvine
Anderson, Ken	(5)	University of California, Irvine
Kellogg, Wendy A.	(5)	University of California, Irvine
Ross, Joel	(5)	University of California, Irvine
Shih, Patrick C.	(5)	University of California, Irvine
Hirano, Sen H.	(5)	University of California, Irvine
Silberman, M. Six	(5)	University of California, Irvine
Brubaker, Jed R.	(5)	University of California, Irvine
Richardson, Debra J.	(4)	University of California, Irvine
Tsudik, Gene	(4)	University of California, Irvine
Rode, Jennifer A.	(4)	University of California, Irvine
Toyama, Kentaro	(4)	University of California, Irvine
Wang, Yang	(4)	University of California, Irvine
Ackerman, Mark S.	(4)	University of California, Irvine
Yau, Man Lok	(4)	University of California, Irvine
Shklovski, Irina	(4)	University of California, Irvine
Brewer, Johanna	(4)	University of California, Irvine
Ding, Xianghua	(4)	University of California, Irvine
Olson, Gary M.	(4)	University of California, Irvine
Baumer, Eric	(4)	University of California, Irvine
Lee, Charlotte P.	(4)	University of California, Irvine
Mainwaring, Scott	(4)	University of California, Irvine
Lee, Francis	(4)	University of California, Irvine
Page, Xinru	(4)	University of California, Irvine
Knijnenburg, Bart P.	(4)	University of California, Irvine
Pan, Yue	(3)	University of California, Irvine
Cutrell, Edward	(3)	University of California, Irvine
Kay, David G.	(3)	University of California, Irvine
Jain, Ramesh	(3)	University of California, Irvine
de Souza, Cleidson R. B.	(3)	University of California, Irvine
Erickson, Thomas	(3)	University of California, Irvine
Grudin, Jonathan	(3)	University of California, Irvine
Bietz, Matthew J.	(3)	University of California, Irvine
Hilbert, David M.	(3)	University of California, Irvine
Sim, Susan Elliott	(3)	University of California, Irvine
Mainwaring, Scott D.	(3)	University of California, Irvine
Boehner, Kirsten	(3)	University of California, Irvine
Palen, Leysia	(3)	University of California, Irvine
Light, Ann	(3)	University of California, Irvine
Rode, Jennifer	(3)	University of California, Irvine
Cutrell, Ed	(3)	University of California, Irvine
Diallo, Mamadou H.	(3)	University of California, Irvine
Tang, Charlotte	(3)	University of California, Irvine
Cervantes, Ruy	(3)	University of California, Irvine
Rangaswamy, Nimmi	(3)	University of California, Irvine
Semaan, Bryan	(3)	University of California, Irvine
Irani, Lilly C.	(3)	University of California, Irvine
Marcu, Gabriela	(3)	University of California, Irvine
Silberman, Six	(3)	University of California, Irvine
Patterson, Donald	(3)	University of California, Irvine
Robbins, Jason E.	(3)	University of California, Irvine
Wright, Charles E.	(3)	University of California, Irvine
Abowd, Gregory D.	(2)	University of California, Irvine
Venkatasubramanian, Nalini	(2)	University of California, Irvine
Mehrotra, Sharad	(2)	University of California, Irvine
Wright, Peter	(2)	University of California, Irvine
Isomursu, Minna	(2)	University of California, Irvine
DePaula, Rogério	(2)	University of California, Irvine
Blackwell, Alan F.	(2)	University of California, Irvine
Kaye, Joseph 'Jofish'	(2)	University of California, Irvine
Thomas, John C.	(2)	University of California, Irvine
Voida, Stephen	(2)	University of California, Irvine
Patterson, John	(2)	University of California, Irvine
Cheng, Li-Te	(2)	University of California, Irvine
Lorenz, David H.	(2)	University of California, Irvine
Mankoff, Jennifer	(2)	University of California, Irvine
Millen, David	(2)	University of California, Irvine
Hore, Bijit	(2)	University of California, Irvine
